srcIP,srcPort,dstIP,dstPort,protocol,mean,var,max,min,flowSize
77.197.210.176,58600,41.177.26.176,80,TCP,75.0,9254.222222222223,347,40,675
41.177.26.176,80,77.197.210.176,58600,TCP,862.0,367419.2,1500,40,8620
41.177.241.108,3389,244.3.93.198,4112,TCP,84.2,12.160000000000002,89,81,842
77.197.210.106,55733,41.177.26.176,80,TCP,79.5,10305.75,348,40,636
41.177.108.204,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.26.176,80,77.197.210.106,55733,TCP,1004.7,323270.41,1500,40,10047
244.3.153.197,54949,41.177.230.130,137,UDP,96.0,0.0,96,96,96
41.177.241.254,3389,244.3.93.198,1904,TCP,59.0,0.0,59,59,590
41.177.98.57,50364,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50364,UDP,214.0,0.0,214,214,214
41.177.98.57,50365,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50365,UDP,299.0,0.0,299,299,299
41.177.98.57,50366,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50366,UDP,275.0,0.0,275,275,275
41.177.98.57,50367,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50367,UDP,275.0,0.0,275,275,275
41.177.98.57,50368,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50368,UDP,299.0,0.0,299,299,299
41.177.98.57,50369,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50369,UDP,275.0,0.0,275,275,275
41.177.98.57,50370,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50370,UDP,275.0,0.0,275,275,275
41.177.98.57,50371,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50371,UDP,238.0,0.0,238,238,238
41.177.98.57,50372,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50372,UDP,214.0,0.0,214,214,214
41.177.98.57,50373,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50373,UDP,214.0,0.0,214,214,214
177.202.57.176,34961,244.3.210.197,80,TCP,207.3,112018.41,894,40,2073
77.197.210.239,51922,41.177.26.176,80,TCP,79.25,10171.9375,346,40,634
41.177.26.176,80,77.197.210.239,51922,TCP,936.1,293393.89,1500,40,9361
244.3.93.198,4112,41.177.241.108,3389,TCP,40.0,0.0,40,40,400
244.3.40.164,1985,210.218.218.164,1985,UDP,47.2,2.56,48,44,472
41.177.31.94,49240,244.3.47.39,3260,TCP,76.0,576.0,100,52,760
244.3.47.39,3260,41.177.31.94,49240,TCP,100.0,0.0,100,100,1000
41.177.26.176,80,68.157.168.203,38470,TCP,643.9,260514.09,1500,121,6439
41.177.98.57,50374,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50374,UDP,214.0,0.0,214,214,214
41.177.98.57,50375,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50375,UDP,238.0,0.0,238,238,238
41.177.98.57,50376,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50376,UDP,214.0,0.0,214,214,214
41.177.180.186,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.98.57,50377,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50377,UDP,214.0,0.0,214,214,214
41.177.31.164,1985,210.218.218.164,1985,UDP,47.2,2.56,48,44,472
41.177.98.57,50378,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50378,UDP,214.0,0.0,214,214,214
41.177.3.203,58381,41.177.3.224,1791,TCP,202.5,26406.25,365,40,2025
41.177.3.224,1791,41.177.3.203,58381,TCP,563.0,137769.6,1500,51,5630
41.177.98.57,50379,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50379,UDP,238.0,0.0,238,238,238
41.177.98.57,50380,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50380,UDP,214.0,0.0,214,214,214
41.177.98.57,50381,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50381,UDP,214.0,0.0,214,214,214
41.177.98.57,50382,41.177.202.202,53,UDP,69.0,0.0,69,69,69
68.33.214.48,11141,244.3.160.239,80,TCP,141.8,39849.759999999995,541,40,709
41.177.202.202,53,41.177.98.57,50382,UDP,214.0,0.0,214,214,214
244.3.160.239,80,68.33.214.48,11141,TCP,367.7142857142857,276975.0612244898,1500,40,2574
145.95.225.41,1985,210.218.218.164,1985,UDP,47.6,1.44,48,44,476
244.3.160.239,64773,244.3.31.75,80,TCP,99.42857142857143,20257.959183673473,448,40,696
244.3.31.75,80,244.3.160.239,64773,TCP,400.8333333333333,306044.80555555556,1500,40,2405
68.157.168.203,38470,41.177.26.176,80,TCP,52.0,0.0,52,52,520
41.177.98.57,50383,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50383,UDP,299.0,0.0,299,299,299
41.177.98.57,50384,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50384,UDP,275.0,0.0,275,275,275
41.177.98.57,50385,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50385,UDP,275.0,0.0,275,275,275
244.3.153.77,1386,244.3.176.224,445,TCP,112.71428571428571,2540.204081632653,154,40,789
244.3.176.224,445,244.3.153.77,1386,TCP,133.8,416.16,144,93,669
77.197.210.122,63706,41.177.26.176,80,TCP,86.42857142857143,12209.102040816326,357,40,605
41.177.26.176,80,77.197.210.122,63706,TCP,1085.0,331725.8,1500,40,10850
244.3.160.239,64774,41.43.180.128,80,TCP,239.66666666666666,196160.55555555553,1230,40,1438
168.117.3.145,13232,244.3.160.239,80,TCP,194.85714285714286,141424.97959183672,1116,40,1364
244.3.160.239,80,168.117.3.145,13232,TCP,499.3333333333333,336821.1111111111,1492,40,4494
41.177.98.57,50386,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50386,UDP,214.0,0.0,214,214,214
168.117.3.145,12763,244.3.160.239,80,TCP,237.6,154611.84,1024,40,2376
244.3.160.239,80,168.117.3.145,12763,TCP,802.7,483242.41000000003,1492,40,8027
41.177.98.57,50387,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50387,UDP,214.0,0.0,214,214,214
41.177.3.203,58386,41.177.3.224,1791,TCP,202.5,26406.25,365,40,2025
41.177.3.224,1791,41.177.3.203,58386,TCP,513.8,124426.55999999998,1500,51,5138
41.43.180.128,80,244.3.160.239,64774,TCP,106.8,17320.96,370,40,534
244.3.210.197,80,177.202.57.176,34961,TCP,1354.0,191844.0,1500,40,13540
77.139.113.224,2348,41.177.241.46,443,UDP,165.8,552.96,201,137,1658
244.3.153.239,137,244.3.31.251,137,UDP,96.0,0.0,96,96,768
41.177.117.41,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
77.197.210.213,21106,41.177.26.176,80,TCP,76.22222222222223,9931.061728395063,358,40,686
41.177.26.176,80,77.197.210.213,21106,TCP,940.2,401377.96,1500,40,9402
244.3.160.239,64775,122.248.218.117,80,TCP,205.14285714285714,161008.97959183672,1188,40,1436
41.177.117.153,35504,244.3.41.84,1522,TCP,389.8,138806.76000000004,1113,40,3898
41.177.98.57,50388,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50388,UDP,299.0,0.0,299,299,299
41.177.98.57,50389,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50389,UDP,275.0,0.0,275,275,275
41.177.143.204,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.98.57,50390,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50390,UDP,275.0,0.0,275,275,275
244.3.160.239,64776,197.154.128.43,80,TCP,146.4,100199.04,1096,40,1464
197.154.128.43,80,244.3.160.239,64776,TCP,952.4,458340.63999999996,1500,40,9524
244.3.41.84,1522,41.177.117.153,35504,TCP,226.4,60266.24000000001,698,40,2264
145.95.43.164,1985,210.218.218.164,1985,UDP,47.6,1.44,48,44,476
40.193.220.98,7746,41.177.241.46,4500,UDP,58.4,3457.44,176,29,292
151.77.39.25,14197,244.3.160.239,80,TCP,172.33333333333334,85464.55555555555,826,40,1034
151.77.39.25,6175,244.3.160.239,80,TCP,172.5,85682.58333333333,827,40,1035
244.3.160.239,80,151.77.39.25,14197,TCP,117.33333333333333,14430.222222222219,364,40,704
244.3.160.239,80,151.77.39.25,6175,TCP,102.83333333333333,13803.472222222224,363,40,617
122.248.218.117,80,244.3.160.239,64775,TCP,597.4285714285714,434944.8163265306,1500,40,4182
225.116.91.43,80,244.3.160.239,64777,TCP,157.5,39570.75,502,40,630
244.3.160.239,64777,225.116.91.43,80,TCP,161.4,58951.84000000001,647,40,807
225.116.91.43,80,244.3.160.239,64778,TCP,135.75,26004.1875,415,40,543
244.3.160.239,64778,225.116.91.43,80,TCP,161.6,59146.240000000005,648,40,808
41.177.116.186,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
244.3.39.186,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
40.193.220.98,8147,41.177.241.46,4500,UDP,128.0,576.0,152,104,1280
244.3.153.67,1406,41.177.202.249,22,TCP,66.0,676.0,92,40,660
41.177.202.249,22,244.3.153.67,1406,TCP,93.6,23.04,108,92,936
41.177.241.46,4500,40.193.220.98,8147,UDP,153.6,23.04,168,152,1536
41.177.98.57,50391,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50391,UDP,299.0,0.0,299,299,299
41.177.98.57,50392,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50392,UDP,275.0,0.0,275,275,275
41.177.98.57,50393,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50393,UDP,275.0,0.0,275,275,275
253.37.253.43,23,253.213.108.81,1729,TCP,912.8,11978.16,1057,781,4564
41.177.31.57,138,41.177.31.176,138,UDP,342.0,0.0,342,342,3420
244.3.199.165,1526,41.177.98.142,80,TCP,213.375,207997.234375,1420,40,1707
41.177.98.142,80,244.3.199.165,1526,TCP,1223.3,186206.01,1420,40,12233
244.3.210.186,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
253.37.253.43,23,253.213.108.77,1510,TCP,1039.111111111111,15736.987654320987,1300,845,9352
15.186.110.132,52165,41.177.26.91,80,TCP,95.8,16577.96,482,52,958
41.177.26.91,80,15.186.110.132,52165,TCP,1211.6,332705.44,1500,52,12116
41.177.202.192,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.241.31,1037,41.177.241.176,1100,UDP,133.0,0.0,133,133,1330
253.244.77.41,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.168.118,1755,41.177.98.176,80,TCP,171.77777777777777,138923.06172839509,1226,40,1546
15.186.110.132,52168,41.177.26.91,80,TCP,95.6,16423.839999999997,480,52,956
41.177.26.91,80,15.186.110.132,52168,TCP,1211.6,332705.44,1500,52,12116
244.3.160.186,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
151.77.39.25,4615,244.3.160.239,80,TCP,172.33333333333334,85464.55555555555,826,40,1034
244.3.160.239,80,151.77.39.25,4615,TCP,130.0,16617.333333333332,364,40,780
151.77.39.25,2571,244.3.160.239,80,TCP,173.33333333333334,86776.88888888888,832,40,1040
244.3.160.239,80,151.77.39.25,2571,TCP,278.2857142857143,185921.91836734695,1300,40,1948
244.3.160.239,64779,225.116.91.43,80,TCP,142.5,50912.583333333336,647,40,855
244.3.160.239,64780,225.116.91.43,80,TCP,128.71428571428572,45820.20408163264,653,40,901
41.177.3.224,38681,41.177.117.184,1607,TCP,302.8,24853.159999999996,459,40,3028
41.177.117.184,1607,41.177.3.224,38681,TCP,261.2,14840.36,429,62,2612
68.33.214.48,9000,244.3.160.239,80,TCP,166.4,61911.040000000015,664,40,832
244.3.160.239,80,68.33.214.48,9000,TCP,90.0,9225.6,282,40,450
244.3.210.164,1985,210.218.218.164,1985,UDP,47.2,2.56,48,44,472
244.3.160.239,64781,244.3.31.75,80,TCP,125.66666666666667,35344.555555555555,546,40,754
244.3.31.75,80,244.3.160.239,64781,TCP,103.4,15089.439999999999,349,40,517
244.56.202.67,63638,41.177.98.143,8001,TCP,100.0,900.0,115,40,1000
225.116.91.43,80,244.3.160.239,64779,TCP,176.5,53744.75,578,40,706
225.116.91.43,80,244.3.160.239,64780,TCP,374.8,322728.96,1500,40,1874
214.89.132.17,3806,41.177.26.176,80,TCP,40.0,0.0,40,40,40
41.177.26.176,80,214.89.132.17,3806,TCP,40.0,0.0,40,40,40
214.89.132.17,3812,41.177.26.176,80,TCP,40.0,0.0,40,40,40
41.177.26.176,80,214.89.132.17,3812,TCP,40.0,0.0,40,40,40
16.176.93.164,10197,244.3.160.239,80,TCP,274.6,214575.84,1201,40,1373
244.3.160.239,80,16.176.93.164,10197,TCP,89.4,8633.44,275,40,447
244.3.61.68,1985,210.218.218.164,1985,UDP,47.2,2.56,48,44,472
77.197.210.123,58258,41.177.26.176,80,TCP,71.2,8274.560000000001,344,40,712
41.177.26.176,80,77.197.210.123,58258,TCP,885.5,367372.65,1500,40,8855
41.177.98.176,80,41.177.168.118,1755,TCP,1232.1,217788.88999999998,1500,40,12321
41.177.98.143,8001,244.56.202.67,63638,TCP,956.6,231632.24,1500,40,9566
41.177.241.181,1985,210.218.218.164,1985,UDP,47.6,1.44,48,44,476
151.77.39.25,15931,244.3.160.239,80,TCP,172.5,85682.58333333333,827,40,1035
244.3.160.239,80,151.77.39.25,15931,TCP,112.5,14018.583333333334,364,40,675
244.3.160.239,64782,225.116.91.43,80,TCP,142.66666666666666,51080.88888888888,648,40,856
68.33.214.48,9826,244.3.160.239,80,TCP,189.2,86680.95999999999,778,40,946
244.3.160.239,80,68.33.214.48,9826,TCP,332.2,336873.76,1493,40,1661
151.77.39.25,11497,244.3.160.239,80,TCP,172.16666666666666,85246.80555555555,825,40,1033
244.3.160.239,80,151.77.39.25,11497,TCP,116.83333333333333,14376.805555555557,364,40,701
244.3.160.239,64783,225.116.91.43,80,TCP,142.33333333333334,50744.555555555555,646,40,854
41.177.230.192,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.143.128,28067,210.218.218.213,45520,UDP,126.0,0.0,126,126,1260
244.3.160.248,52349,41.177.26.55,80,TCP,99.66666666666667,16867.222222222223,390,40,598
41.177.26.55,80,244.3.160.248,52349,TCP,133.6,33571.84,500,40,668
244.3.160.239,64784,244.3.31.75,80,TCP,144.66666666666666,53122.22222222224,660,40,868
41.177.26.214,56900,41.177.202.202,53,UDP,72.0,0.0,72,72,72
244.3.31.75,80,244.3.160.239,64784,TCP,330.6,333169.44000000006,1485,40,1653
41.177.202.202,53,41.177.26.214,56900,UDP,240.0,0.0,240,240,240
41.177.26.214,56901,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,56901,UDP,129.0,0.0,129,129,129
41.177.26.214,56902,41.177.202.202,53,UDP,88.0,0.0,88,88,88
41.177.202.202,53,41.177.26.214,56902,UDP,146.0,0.0,146,146,146
41.177.26.214,56903,41.177.202.202,53,UDP,85.0,0.0,85,85,85
41.177.202.202,53,41.177.26.214,56903,UDP,138.0,0.0,138,138,138
41.177.26.214,56904,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,56904,UDP,216.0,0.0,216,216,216
225.116.91.43,80,244.3.160.239,64782,TCP,150.25,34733.1875,473,40,601
225.116.91.43,80,244.3.160.239,64783,TCP,156.75,39055.6875,499,40,627
77.197.217.218,10560,41.177.26.176,80,TCP,79.375,10238.734375,347,40,635
41.177.26.176,80,77.197.217.218,10560,TCP,995.5,329503.85,1500,40,9955
41.177.244.164,1985,210.218.218.164,1985,UDP,47.6,1.44,48,44,476
41.177.108.186,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.204.64,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.26.176,80,16.225.66.90,15032,TCP,1440.0,0.0,1440,1440,1440
41.177.143.186,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
77.197.210.176,58788,41.177.26.176,80,TCP,72.22222222222223,7804.839506172841,322,40,650
41.177.26.176,80,77.197.210.176,58788,TCP,413.3,211504.21000000002,1495,40,4133
244.3.160.239,80,16.176.93.164,10465,TCP,40.0,0.0,40,40,40
41.177.98.57,50394,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50394,UDP,299.0,0.0,299,299,299
41.177.98.57,50395,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50395,UDP,275.0,0.0,275,275,275
41.177.98.57,50396,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50396,UDP,275.0,0.0,275,275,275
68.157.168.194,45484,41.177.26.91,80,TCP,86.7,10836.81,399,52,867
41.177.98.57,50397,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50397,UDP,299.0,0.0,299,299,299
41.177.98.57,50398,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50398,UDP,275.0,0.0,275,275,275
145.95.41.41,1985,210.218.218.164,1985,UDP,47.6,1.44,48,44,476
41.177.98.57,50399,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50399,UDP,275.0,0.0,275,275,275
151.77.39.25,15022,244.3.160.239,80,TCP,172.83333333333334,86119.4722222222,829,40,1037
244.3.160.239,80,151.77.39.25,15022,TCP,129.0,16386.333333333332,364,40,774
244.3.160.239,64785,225.116.91.43,80,TCP,143.0,51418.333333333336,650,40,858
151.77.39.25,4184,244.3.160.239,80,TCP,210.0,112905.6,882,40,1050
244.3.160.239,80,151.77.39.25,4184,TCP,80.2,5846.560000000001,233,40,401
244.3.160.239,64786,225.116.91.43,80,TCP,159.33333333333334,69314.2222222222,748,40,956
244.3.41.201,1985,210.218.218.164,1985,UDP,47.6,1.44,48,44,476
41.177.98.57,50400,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50400,UDP,299.0,0.0,299,299,299
41.177.98.57,50401,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50401,UDP,275.0,0.0,275,275,275
41.177.98.57,50402,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50402,UDP,275.0,0.0,275,275,275
225.116.91.43,80,244.3.160.239,64785,TCP,175.0,52547.0,572,40,700
244.3.77.239,50711,41.177.241.46,443,UDP,89.0,0.0,89,89,356
225.116.91.43,80,244.3.160.239,64786,TCP,114.5,15490.75,330,40,458
151.77.39.25,4137,244.3.160.239,80,TCP,204.16666666666666,109874.13888888892,943,40,1225
244.3.160.239,80,151.77.39.25,4137,TCP,101.0,17650.333333333332,398,40,606
244.3.160.239,64787,225.116.91.43,80,TCP,161.57142857142858,70491.95918367348,809,40,1131
81.67.210.26,80,244.3.160.239,64723,TCP,1468.8,8760.96,1500,1188,14688
244.3.160.239,64723,81.67.210.26,80,TCP,40.0,0.0,40,40,400
244.3.160.239,80,244.3.3.145,2713,TCP,1012.0,204869.6,1420,53,10120
244.3.3.145,2713,244.3.160.239,80,TCP,40.0,0.0,40,40,400
41.177.26.91,80,68.157.168.194,45484,TCP,1355.2,188703.36000000004,1500,52,13552
225.116.91.43,80,244.3.160.239,64787,TCP,131.2,31836.159999999996,488,40,656
68.33.110.176,14385,244.3.160.239,80,TCP,230.75,104650.6875,791,40,923
244.3.160.239,80,68.33.110.176,14385,TCP,76.8,4591.359999999999,212,40,384
244.3.160.239,64788,244.3.31.75,80,TCP,152.33333333333334,61317.888888888876,706,40,914
244.3.31.75,80,244.3.160.239,64788,TCP,89.2,8920.960000000001,278,40,446
77.197.210.48,33763,41.177.26.176,80,TCP,71.2,8274.560000000001,344,40,712
41.177.26.176,80,77.197.210.48,33763,TCP,819.4,396704.63999999996,1500,40,8194
145.95.41.186,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
244.3.47.186,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
244.3.160.239,64789,41.43.180.128,80,TCP,239.83333333333334,196490.8055555555,1231,40,1439
68.33.214.48,8403,244.3.160.239,80,TCP,204.4,105504.64000000001,854,40,1022
244.3.160.239,80,68.33.214.48,8403,TCP,207.6,109703.04,870,40,1038
41.43.180.128,80,244.3.160.239,64789,TCP,106.8,17320.96,370,40,534
41.177.98.57,50403,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50403,UDP,299.0,0.0,299,299,299
41.177.98.57,50404,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50404,UDP,275.0,0.0,275,275,275
41.177.98.57,50405,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50405,UDP,275.0,0.0,275,275,275
244.3.160.239,64790,244.3.31.75,80,TCP,157.33333333333334,66979.55555555555,736,40,944
244.3.31.75,80,244.3.160.239,64790,TCP,219.4,125892.63999999998,929,40,1097
244.3.153.48,1175,41.177.24.241,5222,TCP,114.0,0.0,114,114,114
244.3.31.164,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
68.33.214.48,9981,244.3.160.239,80,TCP,149.0,69560.28571428571,795,40,1043
244.3.160.239,80,68.33.214.48,9981,TCP,525.2222222222222,322917.95061728393,1500,40,4727
41.177.26.164,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
244.3.160.239,64791,244.3.31.75,80,TCP,132.14285714285714,49485.83673469389,677,40,925
244.3.31.75,80,244.3.160.239,64791,TCP,626.7142857142857,463381.34693877556,1500,40,4387
46.116.57.71,52031,41.177.26.176,80,TCP,131.83333333333334,30610.805555555562,523,52,791
41.177.26.176,80,46.116.57.71,52031,TCP,83.0,3157.6,195,52,415
77.197.210.239,52234,41.177.26.176,80,TCP,76.22222222222223,9931.061728395063,358,40,686
41.177.26.176,80,77.197.210.239,52234,TCP,902.0,372179.2,1500,40,9020
77.197.210.106,56284,41.177.26.176,80,TCP,79.5,10305.75,348,40,636
41.177.26.176,80,77.197.210.106,56284,TCP,871.7,295417.81,1500,40,8717
41.177.98.57,50406,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50406,UDP,214.0,0.0,214,214,214
244.3.164.41,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.202.57,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
41.177.108.15,1985,210.218.218.164,1985,UDP,48.0,0.0,48,48,480
77.197.210.122,64101,41.177.26.176,80,TCP,80.11111111111111,12243.654320987656,393,40,721
41.177.26.176,80,77.197.210.122,64101,TCP,907.8,377281.36,1500,40,9078
41.177.24.241,5222,244.3.153.48,1175,TCP,40.0,0.0,40,40,40
41.177.241.46,443,151.77.15.128,1150,UDP,359.4,125719.04,1033,121,3594
41.177.98.57,50407,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50407,UDP,238.0,0.0,238,238,238
41.177.98.57,50408,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50408,UDP,214.0,0.0,214,214,214
41.177.98.57,50409,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50409,UDP,214.0,0.0,214,214,214
41.177.98.57,50410,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,50410,UDP,288.0,0.0,288,288,288
41.177.98.57,50411,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.98.57,50411,UDP,266.0,0.0,266,266,266
41.177.98.57,50412,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.98.57,50412,UDP,266.0,0.0,266,266,266
41.177.98.57,50413,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50413,UDP,214.0,0.0,214,214,214
41.177.98.57,50414,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50414,UDP,238.0,0.0,238,238,238
41.177.98.57,50415,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50415,UDP,214.0,0.0,214,214,214
41.177.26.176,80,15.186.110.142,41646,TCP,1188.3,141660.21000000002,1500,410,11883
41.177.98.57,50416,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50416,UDP,214.0,0.0,214,214,214
41.177.98.57,50417,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50417,UDP,214.0,0.0,214,214,214
41.177.98.57,50418,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50418,UDP,238.0,0.0,238,238,238
41.177.98.57,50419,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50419,UDP,214.0,0.0,214,214,214
41.177.98.57,50420,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,50420,UDP,214.0,0.0,214,214,214
244.3.79.4,1541,41.177.98.220,7030,TCP,99.6,2672.2400000000002,168,40,996
41.177.98.220,7030,244.3.79.4,1541,TCP,248.7,12656.809999999998,384,40,2487
16.176.93.164,10465,244.3.160.239,80,TCP,40.0,0.0,40,40,40
41.177.98.57,50421,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,50421,UDP,299.0,0.0,299,299,299
68.33.214.48,14011,244.3.160.239,80,TCP,172.4,68026.24,694,40,862
244.3.160.239,80,68.33.214.48,14011,TCP,369.14285714285717,278173.8367346939,1500,40,2584
41.177.98.57,50422,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50422,UDP,275.0,0.0,275,275,275
41.177.98.57,50423,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,50423,UDP,275.0,0.0,275,275,275
