srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.202.202,53,41.177.98.57,60562,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,60563,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60563,UDP,275,275,0,0,0,0,0,0,0,0,0
117.208.244.155,25,244.3.210.255,1688,TCP,974,48,271,40,189,48,40,117,40,54,87
41.177.98.57,60564,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60564,UDP,140,140,0,0,0,0,0,0,0,0,0
244.3.160.204,4713,244.3.160.89,2785,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,2785,244.3.160.204,4713,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4714,244.3.160.89,4000,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,4000,244.3.160.204,4714,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4715,244.3.160.89,4001,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,4001,244.3.160.204,4715,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4716,244.3.160.89,4002,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,4002,244.3.160.204,4716,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4717,244.3.160.89,2048,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.89,2048,244.3.160.204,4717,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4718,244.3.160.89,80,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.89,80,244.3.160.204,4718,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,4719,244.3.160.254,2784,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,2784,244.3.160.204,4719,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4720,244.3.160.254,2785,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,2785,244.3.160.204,4720,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4721,244.3.160.254,4000,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.254,4000,244.3.160.204,4721,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,4722,244.3.160.254,4001,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,4001,244.3.160.204,4722,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4723,244.3.160.254,4002,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,4002,244.3.160.204,4723,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4724,244.3.160.254,2048,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.254,2048,244.3.160.204,4724,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4725,244.3.160.239,443,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.160.239,443,244.3.160.204,4725,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.160.204,4726,244.3.160.239,8080,TCP,44,44,0,0,0,0,0,0,0,0,0
244.3.160.239,8080,244.3.160.204,4726,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.204,4727,244.3.160.239,80,TCP,164,44,40,40,40,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,57898,UDP,185,185,0,0,0,0,0,0,0,0,0
244.3.160.239,80,244.3.160.204,4727,TCP,124,44,40,40,0,0,0,0,0,0,0
244.3.210.230,55361,244.3.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
15.186.110.41,45647,244.3.210.197,80,TCP,1185,60,52,553,52,52,52,52,52,52,52
244.3.210.197,80,15.186.110.41,45647,TCP,15142,64,52,1500,1500,1500,1500,1500,1500,1500,1500
77.197.210.159,45004,41.177.26.176,80,TCP,685,48,40,357,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.159,45004,TCP,11796,48,40,1500,1010,1500,45,1500,754,1500,496
244.3.202.202,53,244.3.210.230,55361,UDP,185,185,0,0,0,0,0,0,0,0,0
41.177.98.57,60565,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60565,UDP,214,214,0,0,0,0,0,0,0,0,0
124.41.61.203,58487,41.177.26.176,80,TCP,4484,60,40,1189,40,40,40,40,40,40,40
41.177.26.176,80,124.41.61.203,58487,TCP,139774,48,40,329,1420,1420,1420,1420,1420,1332,1420
194.66.225.164,1903,244.3.41.84,23,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.98.57,60566,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60566,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.98.57,60567,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60567,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.98.57,60568,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60568,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.41.84,23,41.177.121.110,3227,TCP,232,40,192,0,0,0,0,0,0,0,0
41.177.98.57,60569,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60569,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.98.57,60570,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60570,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,60571,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60571,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.210.230,51568,244.3.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
244.3.41.84,23,194.66.225.164,1903,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.98.57,60572,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60572,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.98.57,60573,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60573,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.98.57,60574,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60574,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.98.57,60575,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
244.3.210.230,56848,244.3.202.202,53,UDP,61,61,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60575,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.98.57,60576,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60576,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.98.57,60577,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60577,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.98.57,60578,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60578,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.98.57,60579,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60579,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.31.46,514,41.177.26.209,514,UDP,12416,94,94,79,79,165,165,116,116,98,98
77.197.217.218,25829,41.177.26.176,80,TCP,631,48,40,343,40,40,40,40,40,0,0
41.177.26.176,80,77.197.217.218,25829,TCP,11644,48,40,1181,1500,1290,87,1500,744,1500,828
145.95.142.197,12418,244.3.160.239,443,TCP,1617,52,40,264,984,40,40,40,77,40,40
244.3.160.239,443,145.95.142.197,12418,TCP,10081,52,40,178,40,386,1500,414,1500,1500,1500
145.95.142.197,2411,244.3.160.239,443,TCP,1537,52,40,264,984,40,77,40,40,0,0
244.3.160.239,443,145.95.142.197,2411,TCP,3825,52,40,178,40,386,1500,414,1058,40,77
145.95.142.197,12634,244.3.160.239,443,TCP,1537,52,40,264,984,40,77,40,40,0,0
244.3.160.239,443,145.95.142.197,12634,TCP,983,52,40,178,40,370,146,40,77,40,0
145.95.142.197,9469,244.3.160.239,443,TCP,1537,52,40,264,984,40,77,40,40,0,0
244.3.160.239,443,145.95.142.197,9469,TCP,1063,52,40,178,40,386,210,40,77,40,0
244.3.202.202,53,244.3.210.230,51568,UDP,185,185,0,0,0,0,0,0,0,0,0
244.3.210.230,61161,244.3.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
77.197.128.204,22528,41.177.26.176,80,TCP,683,48,40,355,40,40,40,40,40,40,0
41.177.26.176,80,77.197.128.204,22528,TCP,12101,48,40,1500,1010,1461,87,1500,744,1500,1268
77.197.210.239,13505,41.177.26.176,80,TCP,675,48,40,347,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.239,13505,TCP,12224,48,40,1500,1010,1500,54,1500,744,1500,937
244.3.210.255,1704,241.57.255.253,25,TCP,10203,48,40,64,74,79,46,1500,1500,1500,1500
244.3.202.202,53,244.3.210.230,61161,UDP,169,169,0,0,0,0,0,0,0,0,0
41.177.98.57,60580,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60580,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.98.57,60581,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60581,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,60582,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60582,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,60583,41.177.202.202,53,UDP,73,73,0,0,0,0,0,0,0,0,0
244.3.210.255,1707,47.167.160.20,25,TCP,10182,48,40,64,84,69,56,1500,1500,1500,1500
47.167.160.20,25,244.3.210.255,1707,TCP,1008,48,131,269,61,64,40,40,40,147,88
244.3.210.230,63915,244.3.202.202,53,UDP,58,58,0,0,0,0,0,0,0,0,0
41.177.98.57,60584,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60584,UDP,297,297,0,0,0,0,0,0,0,0,0
41.177.98.57,60585,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60585,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.98.57,60586,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60586,UDP,274,274,0,0,0,0,0,0,0,0,0
244.3.210.230,60217,244.3.202.202,53,UDP,65,65,0,0,0,0,0,0,0,0,0
41.177.98.57,60587,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60587,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.98.57,60588,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60588,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,60589,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60589,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,60217,UDP,195,195,0,0,0,0,0,0,0,0,0
244.3.210.255,1713,197.154.89.38,25,TCP,10311,48,48,48,40,64,84,84,46,1420,1420
77.197.217.224,28395,41.177.26.176,80,TCP,722,48,40,394,40,40,40,40,40,40,0
41.177.26.176,80,77.197.217.224,28395,TCP,12217,48,40,1500,1010,1500,207,1500,1006,1500,1500
241.57.255.253,25,244.3.210.255,1704,TCP,1024,48,207,40,107,48,40,48,40,53,40
244.3.202.202,53,244.3.210.230,63915,UDP,161,161,0,0,0,0,0,0,0,0,0
244.3.210.255,1716,128.252.81.143,25,TCP,10178,48,40,64,84,71,46,1500,1500,1500,1500
244.3.160.239,33318,128.71.90.164,443,TCP,1514,48,40,158,40,40,222,663,40,40,40
41.177.211.185,5233,244.3.160.239,80,TCP,2108,48,40,1420,480,40,40,40,0,0,0
244.3.160.239,80,41.177.211.185,5233,TCP,1995,48,40,40,1420,367,40,40,0,0,0
244.3.160.239,33319,128.71.90.164,443,TCP,1436,48,40,158,40,40,222,665,40,40,63
77.197.217.152,48529,41.177.26.176,80,TCP,820,48,40,332,40,40,40,40,40,40,40
41.177.26.176,80,77.197.217.152,48529,TCP,25964,48,40,1500,1500,324,1483,1428,1498,1308,1474
244.3.160.239,33320,30.222.71.108,80,TCP,2041,48,40,1500,293,40,40,40,40,0,0
41.177.26.77,514,41.177.26.209,514,UDP,203,93,110,0,0,0,0,0,0,0,0
244.3.160.239,33321,128.71.90.164,443,TCP,1390,48,40,158,40,40,222,659,40,63,40
244.3.160.239,33322,128.71.90.164,443,TCP,1397,48,40,158,40,40,222,666,40,63,40
244.3.202.202,53,244.3.210.230,56848,UDP,123,123,0,0,0,0,0,0,0,0,0
41.177.98.57,60590,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60590,UDP,140,140,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60583,UDP,130,130,0,0,0,0,0,0,0,0,0
77.197.210.213,24590,41.177.26.176,80,TCP,630,48,40,342,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.213,24590,TCP,11969,48,40,1177,1500,161,1197,87,1500,754,1500
128.252.81.143,25,244.3.210.255,1716,TCP,1183,48,75,40,102,40,78,40,80,40,54
128.71.90.164,443,244.3.160.239,33318,TCP,12970,48,1500,1500,359,83,1500,1500,1500,1500,1500
145.95.219.176,59351,41.177.24.241,993,TCP,79,79,0,0,0,0,0,0,0,0,0
244.3.153.25,49421,41.177.24.241,5222,TCP,114,114,0,0,0,0,0,0,0,0,0
244.3.210.255,1724,48.90.108.210,25,TCP,144,48,48,48,0,0,0,0,0,0,0
41.177.98.57,60591,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60591,UDP,299,299,0,0,0,0,0,0,0,0,0
128.71.90.164,443,244.3.160.239,33319,TCP,6749,48,1500,1500,359,83,1500,1500,139,40,40
41.177.98.57,60592,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60592,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,60593,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60593,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.210.255,1727,39.61.39.77,25,TCP,469,48,40,64,74,71,46,46,40,40,0
184.167.203.71,1264,41.177.26.176,80,TCP,397,48,40,229,40,40,0,0,0,0,0
41.177.26.176,80,184.167.203.71,1264,TCP,4957,48,40,311,45,680,42,45,1420,864,42
244.3.210.230,51283,244.3.202.202,53,UDP,67,67,0,0,0,0,0,0,0,0,0
128.71.90.164,443,244.3.160.239,33321,TCP,3952,48,1500,1500,359,83,382,40,40,0,0
128.71.90.164,443,244.3.160.239,33322,TCP,4016,48,1500,1500,359,83,446,40,40,0,0
41.177.98.57,60594,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60594,UDP,193,193,0,0,0,0,0,0,0,0,0
41.177.98.57,60595,41.177.202.202,53,UDP,63,63,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60595,UDP,184,184,0,0,0,0,0,0,0,0,0
41.177.98.57,60596,41.177.202.202,53,UDP,63,63,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60596,UDP,184,184,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,51283,UDP,123,123,0,0,0,0,0,0,0,0,0
244.3.210.255,1730,145.110.204.194,25,TCP,10177,48,40,64,74,74,46,1500,1500,1500,1500
48.90.108.210,25,244.3.210.255,1724,TCP,120,40,40,40,0,0,0,0,0,0,0
41.177.98.57,60597,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60597,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.98.57,60598,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60598,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,60599,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60599,UDP,275,275,0,0,0,0,0,0,0,0,0
145.110.204.194,25,244.3.210.255,1730,TCP,1420,48,129,40,266,40,87,40,92,40,90
184.167.203.71,1265,41.177.26.176,80,TCP,397,48,40,229,40,40,0,0,0,0,0
41.177.26.176,80,184.167.203.71,1265,TCP,4957,48,40,311,45,680,42,45,1420,864,42
30.222.71.108,80,244.3.160.239,33320,TCP,1981,48,40,40,1500,313,40,0,0,0,0
244.3.210.230,56284,244.3.202.202,53,UDP,64,64,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,56284,UDP,353,353,0,0,0,0,0,0,0,0,0
41.177.24.241,5222,244.3.153.25,49421,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.31.241,51138,244.3.41.84,21,TCP,550,52,40,40,40,50,54,46,56,46,46
41.177.98.57,60600,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60600,UDP,193,193,0,0,0,0,0,0,0,0,0
41.177.98.57,60601,41.177.202.202,53,UDP,63,63,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60601,UDP,184,184,0,0,0,0,0,0,0,0,0
244.3.41.84,21,244.3.31.241,51138,TCP,917,48,113,100,40,67,40,94,91,102,65
41.177.98.57,60602,41.177.202.202,53,UDP,63,63,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60602,UDP,184,184,0,0,0,0,0,0,0,0,0
39.61.39.77,25,244.3.210.255,1727,TCP,940,48,155,40,288,40,63,97,55,74,40
244.3.210.230,49332,244.3.202.202,53,UDP,67,67,0,0,0,0,0,0,0,0,0
244.3.210.230,64340,244.3.202.202,53,UDP,82,82,0,0,0,0,0,0,0,0,0
41.177.241.46,443,41.106.180.77,8005,UDP,89,89,0,0,0,0,0,0,0,0,0
244.3.210.255,1742,254.84.176.77,25,TCP,10156,48,40,64,84,64,46,1500,1500,1500,1500
68.157.168.164,57095,41.177.26.176,80,TCP,2588,60,52,417,52,52,52,52,52,52,52
41.177.26.176,80,68.157.168.164,57095,TCP,22786,64,52,1193,1500,386,1043,1500,778,1500,576
244.3.202.202,53,244.3.210.230,64340,UDP,196,196,0,0,0,0,0,0,0,0,0
244.3.210.255,1745,224.143.225.108,25,TCP,10195,48,40,64,84,83,46,1420,1420,1420,1420
224.143.225.108,25,244.3.210.255,1745,TCP,738,48,61,40,125,48,48,71,40,40,40
244.3.210.255,1747,47.167.160.20,25,TCP,79784,48,40,64,84,69,56,1500,1500,1500,1500
47.167.160.20,25,244.3.210.255,1747,TCP,4099,48,131,269,61,64,40,40,40,40,40
77.197.210.106,22170,41.177.26.176,80,TCP,724,48,40,356,40,40,40,40,40,40,40
41.177.26.176,80,77.197.210.106,22170,TCP,11176,48,40,1500,60,800,266,131,266,269,969
244.3.202.202,53,244.3.210.230,49332,UDP,299,299,0,0,0,0,0,0,0,0,0
244.3.210.230,56341,244.3.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
254.84.176.77,25,244.3.210.255,1742,TCP,855,48,69,160,54,54,77,40,40,40,40
41.177.211.185,7004,244.3.160.239,80,TCP,2392,48,40,1420,524,40,40,40,40,40,40
244.3.160.239,80,41.177.211.185,7004,TCP,18660,48,40,40,1420,731,775,1420,709,911,1420
244.3.160.239,33323,30.222.71.108,80,TCP,2285,48,40,1500,337,40,40,40,40,40,40
41.177.98.57,60603,41.177.202.202,53,UDP,70,70,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60603,UDP,258,258,0,0,0,0,0,0,0,0,0
41.177.98.57,60604,41.177.202.202,53,UDP,77,77,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60604,UDP,236,236,0,0,0,0,0,0,0,0,0
41.177.98.57,60605,41.177.202.202,53,UDP,77,77,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60605,UDP,236,236,0,0,0,0,0,0,0,0,0
41.177.3.81,64738,145.95.81.118,161,UDP,909,909,0,0,0,0,0,0,0,0,0
77.197.128.254,47947,41.177.26.176,80,TCP,681,48,40,393,40,40,40,40,40,0,0
41.177.26.176,80,77.197.128.254,47947,TCP,11967,48,40,1500,1010,1500,1500,903,1500,800,1500
15.186.164.176,43138,41.177.26.46,80,TCP,1200,60,52,464,52,52,52,52,52,52,52
41.177.26.46,80,15.186.164.176,43138,TCP,16123,64,52,288,1500,1500,1500,1500,1500,1004,1500
244.3.202.202,53,244.3.210.230,56341,UDP,358,358,0,0,0,0,0,0,0,0,0
244.3.210.255,1753,241.197.141.57,25,TCP,10267,48,40,64,40,84,87,46,1500,1500,1500
145.95.81.118,161,41.177.3.81,64738,UDP,1051,1051,0,0,0,0,0,0,0,0,0
244.3.210.255,1756,48.224.197.18,25,TCP,10204,48,40,64,84,80,46,1500,1500,1500,1500
41.177.98.57,60606,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60606,UDP,297,297,0,0,0,0,0,0,0,0,0
41.177.98.57,60607,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60607,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.98.57,60608,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60608,UDP,274,274,0,0,0,0,0,0,0,0,0
244.3.210.255,1761,194.4.46.217,25,TCP,10172,48,40,64,84,70,46,1500,1500,1500,1500
241.197.141.57,25,244.3.210.255,1753,TCP,1491,48,171,40,98,98,151,85,40,88,40
194.4.46.217,25,244.3.210.255,1761,TCP,1154,48,66,40,93,40,78,40,79,40,54
48.224.197.18,25,244.3.210.255,1756,TCP,1119,44,71,40,191,84,95,90,40,40,40
30.222.71.108,80,244.3.160.239,33323,TCP,18357,48,40,40,1500,1500,1500,1500,1500,1500,1500
77.197.210.2,5045,41.177.26.176,80,TCP,672,48,40,384,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.2,5045,TCP,11387,48,40,1500,166,705,290,131,290,293,775
244.3.210.230,63552,244.3.202.202,53,UDP,55,55,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,63552,UDP,325,325,0,0,0,0,0,0,0,0,0
244.3.210.255,1767,186.46.67.64,25,TCP,477,48,40,64,84,69,46,46,40,40,0
145.77.84.164,40885,244.3.210.197,80,TCP,533,60,52,205,112,52,52,0,0,0,0
244.3.210.197,80,145.77.84.164,40885,TCP,738,64,52,52,466,52,52,0,0,0,0
145.77.84.13,40568,244.3.210.197,80,TCP,533,60,52,205,112,52,52,0,0,0,0
244.3.210.197,80,145.77.84.13,40568,TCP,738,64,52,52,466,52,52,0,0,0,0
186.46.67.64,25,244.3.210.255,1767,TCP,966,48,127,40,218,40,87,40,139,63,84
77.197.128.204,22754,41.177.26.176,80,TCP,680,48,40,392,40,40,40,40,40,0,0
41.177.26.176,80,77.197.128.204,22754,TCP,11795,48,40,1500,1010,1500,1500,898,1500,1500,1500
244.3.210.255,1773,48.151.229.224,25,TCP,153170,48,40,64,65,72,46,46,84,70,46
145.95.142.197,2370,244.3.160.239,443,TCP,1425,52,40,264,872,40,77,40,40,0,0
244.3.160.239,443,145.95.142.197,2370,TCP,1831,52,40,178,40,354,1010,40,77,40,0
41.177.98.57,60609,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60609,UDP,299,299,0,0,0,0,0,0,0,0,0
244.3.160.239,33324,128.71.90.164,443,TCP,1308,48,40,158,40,40,222,577,40,63,40
41.177.98.57,60610,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60610,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,60611,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60611,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.98.57,60612,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.98.57,60613,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60612,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60613,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,60614,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60614,UDP,275,275,0,0,0,0,0,0,0,0,0
48.151.229.224,25,244.3.210.255,1773,TCP,18495,48,83,40,165,72,40,350,40,77,77
77.197.210.159,45151,41.177.26.176,80,TCP,683,48,40,355,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.159,45151,TCP,11573,48,40,1500,1010,1500,1500,739,1500,1500,1500
77.197.217.20,16419,41.177.26.176,80,TCP,596,48,40,348,40,40,40,40,0,0,0
41.177.26.176,80,77.197.217.20,16419,TCP,11737,48,40,824,1500,719,1031,1500,754,1500,418
244.3.210.230,54792,244.3.202.202,53,UDP,68,68,0,0,0,0,0,0,0,0,0
41.177.98.57,60615,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60615,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.98.57,60616,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60616,UDP,297,297,0,0,0,0,0,0,0,0,0
41.177.98.57,60617,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60617,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.98.57,60618,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,60618,UDP,274,274,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,54792,UDP,305,305,0,0,0,0,0,0,0,0,0
244.3.210.255,1776,254.39.192.176,25,TCP,10215,48,40,64,40,74,73,46,1500,1500,1500
244.3.210.230,54465,244.3.202.202,53,UDP,62,62,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,54465,UDP,228,228,0,0,0,0,0,0,0,0,0
244.3.210.255,1778,41.177.186.253,25,TCP,10180,48,40,64,84,71,46,1500,1500,1500,1500
41.177.186.253,25,244.3.210.255,1778,TCP,937,48,81,40,171,54,54,77,40,40,40
128.71.90.164,443,244.3.160.239,33324,TCP,4777,48,1500,1500,359,83,1207,40,40,0,0
77.197.217.218,25984,41.177.26.176,80,TCP,667,48,40,339,40,40,40,40,40,40,0
